nama,ulasan,label,sentiment,score
Syarif Baharmi,"Seperti dirampok disana mau masuk lokasi bayar, parkir bayar, mau masuk wahananya bayar lagi...",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9901275634765625}]",0.9901275634765625
Angelo Alkalifi,"Tempatnya nyaman ,,warga setempat sangat bersahabat",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997376799583435}]",0.9997376799583435
Voltuz Gameplay (May Rendra Dwi Kurniawan),Bagus tempatnya murah tiket masuknya namun tempatnya kurang ditata dengan baik,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9991795420646667}]",0.9991795420646667
Gus Kembang,"Tempatnya kurang teratur , lumayan kotor kurangnya perhatian oleh pemerintah setempat",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.999739944934845}]",0.999739944934845
solikin kikin,Sayang kurang diperhatikan oleh pemerintah setempat,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9994169473648071}]",0.9994169473648071
Laila Azhar,"Dari saya kecil main kesini, tapi api'y tetap saja tak kunjung padam",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.8770257234573364}]",0.8770257234573364
Agus Tri,"Api yg tak akan padam meski d guyur hujan
Kalo malam lebih indah",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.8914046287536621}]",0.8914046287536621
Wara Wiri,Masih ada aja masyarakat yg jemur pakaian di pagar api abadi,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9915863275527954}]",0.9915863275527954
ABdee ABDILLAH,tak ada plakat penanda buat selfi...perlu dikembangkan lagi,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9275926351547241}]",0.9275926351547241
Muhammad Hafid,Kagum,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9932692646980286}]",0.9932692646980286
Maryati Subagyo,Alhamdulillah..  Mang menarik.... Apinya gak bs padam... Asyiiikk,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9984612464904785}]",0.9984612464904785
Murnie Hidayat,Kurang dirawat tempatnya toko2 yg banyak tpi apinya kurang di lestarikan,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9995591044425964}]",0.9995591044425964
Sugianto Ardianto,"Wow....tempatnya ramai kl liburan,hawanya sngt panas....",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9973143935203552}]",0.9973143935203552
Agdie Setyadi,"Destinasi wisata unik yang harus dikunjungi jika bepergian ke pamekasan madura, api tak kunjung padam yang eksotis..",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9968680739402771}]",0.9968680739402771
Harmaji Ajie,Salah satu bukti fenomena alam...senantiasa bersyukur,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.999579131603241}]",0.999579131603241
Doi purwadi,Sudah tak menarik para penjual juga sepiiii,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.999800980091095}]",0.999800980091095
Bambang Yuwono,Wisata merapen ( api alam ) pamekasan madura + belanja suvenir khas pulau Madura..mator saklangkong,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.643611490726471}]",0.643611490726471
Mr. AL,Pernah mau krsini tapi belum sampe,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9930980801582336}]",0.9930980801582336
Susi Yenita,Salah satu bentuk kekuasaan Allah,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994066953659058}]",0.9994066953659058
ada deh,"Wisata api tak kunjung padam, takkan pernah padam seperti cintaku padamu..",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9969571828842163}]",0.9969571828842163
CMC okeran tech,unik dan menarik sambil menikmati indahnya ciptaan tuhan,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998370409011841}]",0.9998370409011841
Zahra kyky Hortikultur,Tempat belanja oleh2. Lumayan murah,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9978581070899963}]",0.9978581070899963
Giyarni,Banyak pengemis terutama anak2.. hati2 aja..,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.975524365901947}]",0.975524365901947
Hembrit Hakim,Melihat petapa Allah SWT menunjukkan kuasanya..,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.5529958605766296}]",0.5529958605766296
Muhammad Rohman,Alhamdulillah bagus,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997621178627014}]",0.9997621178627014
vivin Fauziah,mau masuk disuruh bayar iuran per orang 2k,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9925240874290466}]",0.9925240874290466
Eko Sanyoto,Monggo yg blm pernah ke sini silahkan dekat kok 2 jam dari suramadu,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9523236751556396}]",0.9523236751556396
Nadia Putri,Puas,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9976662397384644}]",0.9976662397384644
Rohem Efendi,Sangat baik sekali krn bs tau api yg alami,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.999870777130127}]",0.999870777130127
SONY WIDHARTA,Pengelolaan blm maksimal.. tumpang tindih tiket nya...,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9967246651649475}]",0.9967246651649475
Endro widiatmoko,Beneran ada apinya..,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.8213189840316772}]",0.8213189840316772
KAYU BERTUAH NUSANTARA,"Tempat legendaris. Tetapi ada hal yg mengganggu. Banyak pengemis anak""...",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9413272738456726}]",0.9413272738456726
Yudi Hertanto,Sungguh kekuasaan Allah SWT,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9932563304901123}]",0.9932563304901123
WaliMe Rusun,Mantap,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997685551643372}]",0.9997685551643372
Fourin Patriani,Mantab jiwa,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998618364334106}]",0.9998618364334106
made seputradana,"Tidak terawat dengan baik, terkesan seperti pasar tradisional....",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9992503523826599}]",0.9992503523826599
Dony Yusuf,Banyak orang yg ingin berkunjung kesini.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.980269730091095}]",0.980269730091095
Lupi Budiantoro (Budi),Lokasi di kota pamekasan madura....tempatnya rekreasi yg sangat mengecewakan buat saya....,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9996659755706787}]",0.9996659755706787
As'ad Printing,Api abadi,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.997054934501648}]",0.997054934501648
Nur Hayati,Lumayan memuaskan,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998629093170166}]",0.9998629093170166
Yopi Bambang,Unik dan menarik jika dilihat waktu malam hari,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997842907905579}]",0.9997842907905579
the skinny feet,"Ni tempat dari dulu gk berkembang gini gini aj, bakar aj udah",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9985755681991577}]",0.9985755681991577
ririn istiqhfarini,Kalau malam suananya asik sambil makan jagung bakar,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.998736560344696}]",0.998736560344696
Layla ummu Shofiyyah,"Apinua betul2 tak kunjung padam.. Rame penjual, tp agak kotor",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9977161884307861}]",0.9977161884307861
Valen Ramadhani,Lumayan tempatnya kalau buat bakar bakar sih enak,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998255372047424}]",0.9998255372047424
ANDIK GNW,Kurang menarik.. bnyak ank kecil yg minta2,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9991768002510071}]",0.9991768002510071
Mashudi Zakaryah,Salah satu pesona keajaiban alam yang ada di Jawa Timur tepatnya di pulau madura,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997850060462952}]",0.9997850060462952
Mohammad Nurhamzah,krn kita bisa menikmati ciptakan Allah Stw.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9916257858276367}]",0.9916257858276367
Joni Afandi,Api nya panas,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9978067278862}]",0.9978067278862
Hidayat Ullah,Udara yg begitu panas dengan fasilitas yang tidak memadai,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.99904865026474}]",0.99904865026474
Supri Yatno,Jalan menuju lokasi Api Tak Kunjung Padam rusak dan area Api kurang terawat,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9997969269752502}]",0.9997969269752502
HIDAYATUL MUSTAKIM AKHMAD YA'KUB,"Kami mencetak santri beraklak, berilmu dan akademik",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9951196908950806}]",0.9951196908950806
Abdul Jalil,Dsana rame ama penjual souvenir,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.8884544968605042}]",0.8884544968605042
Adinda,"Cocok untuk keluarga, tapi kurang tertata dan bersih",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.5501272678375244}]",0.5501272678375244
story kekinian,enak buat santai sambil bakar bakar sama temen temen,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9742887020111084}]",0.9742887020111084
suwanda kadir,Gas alam yg tiada henti keluar dari bumi,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9973199963569641}]",0.9973199963569641
Hajiwaris Waris,Bagus antik aneh,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9916298985481262}]",0.9916298985481262
Ceu Nden,"Biasa aja, kotor dan ga menarik",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.998896598815918}]",0.998896598815918
Achmad Al-Atas,Di Indonesia terdapat banyak keunikan diantaranya Api Abadi di Madura.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.998978853225708}]",0.998978853225708
Sunarko Nanu,Tempat Wisata alami yg menampilkan kekuasaan Tuhan,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997681975364685}]",0.9997681975364685
Alveiro Najib,Untungx gk hujan yg waktu itu,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.946422815322876}]",0.946422815322876
Bahri a botoling,Fenomena alam yang luar biasa,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998550415039062}]",0.9998550415039062
Zheba Ulil,Salah satu tempat destinasi wisata yang ada di kota gerbang salam Pamekasan Madura,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9980467557907104}]",0.9980467557907104
Hendro Wahyudi,Perlu penataan dan penguatan kelembagaan,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9050106406211853}]",0.9050106406211853
didit mardika,"objek wisata alam, berlokasi di Pamekasan, Madura, Jawa Timur.
Bayar 10.000",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9764294624328613}]",0.9764294624328613
faiisol achmad,Diasana pengelolaan masih sangat kurang.,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9992324113845825}]",0.9992324113845825
umiatul hasanah,Menyenangkan,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997877478599548}]",0.9997877478599548
Alan Barera,Sangat ramai sekali tiap malam minggu,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9816489219665527}]",0.9816489219665527
Abdus Sukur,Bgus bisa lihat ke ajaiban alam.... Trus bisa beli sofener,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997790455818176}]",0.9997790455818176
Kemas Wagianto,Wisata alam lain daripada yang lain. Tanahnya di korek korek keluar apinya,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9737716913223267}]",0.9737716913223267
syamsul arifin,"Lokasi mudah d jangkau, tempat parkir luas",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9958395957946777}]",0.9958395957946777
andi ivanda,Api alam...gas bumi yang masih berproduksi sampai sekarang...,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9636393785476685}]",0.9636393785476685
I Nyoman Vajiapara Abdi Putra,Tempat yg istimewa namun kurang terkesan rapi,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9899126887321472}]",0.9899126887321472
Aank Ghazali,Tempatnya bagus dan cocok untuk dikunjungi para wisatawan👍👍 …,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998360872268677}]",0.9998360872268677
Mavi iSem,Andai lebih terawat pasti jauh lebih bagus,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.8019838929176331}]",0.8019838929176331
Amin Anjilin,Panas sekali cuacanya,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9986490607261658}]",0.9986490607261658
Fildzah Amalia Putri H.,"Sebagai tempat pariwisata, jangan berekspektaso banyak yah.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.5187155604362488}]",0.5187155604362488
baskara adi rahman,legend banget ini desa yah ... enak banget berwisata di sini,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.999567449092865}]",0.999567449092865
Danu Nur Wibawa,Tempat bagus untuk wisata unik dan wisata khas pamekasan,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9987632036209106}]",0.9987632036209106
Yono putra perwira,Pada saat hujan api tidak mati,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.995877742767334}]",0.995877742767334
Suryo Hartanto,Asik bakar jagung,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9841150045394897}]",0.9841150045394897
02_Afifah Rahmawati,bagus. bisa masak apapun langsung tanpa kompor,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.5733219385147095}]",0.5733219385147095
arek trebungan chanel,wisata yg aneh tapi nyata api tak kunjung padam,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9201213121414185}]",0.9201213121414185
Oyehadi,Sarana dan prasarana tdk diperbaiki agar lebih bagus dan nyaman,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.997795820236206}]",0.997795820236206
Hendro PS,"Api abadi, tempat nya rame, hati2 dengan barang bawaan",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9154985547065735}]",0.9154985547065735
Supri adi XL,Tempat bagus sekali apa lagi malam haru,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998168349266052}]",0.9998168349266052
putu suyatna,Tempat nonton film yg nyaman dan santai.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998655319213867}]",0.9998655319213867
Family Support,Bisa bakar bakar sepuasnya,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.6594517230987549}]",0.6594517230987549
Errico Dio,"Lumayanlah, tapi orang nya di sana kebanyakan narikin karcis",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9731719493865967}]",0.9731719493865967
PWI Pamekasan,"Sudah lebih baik dari sebelumnya, tapi pengelolaan belum maksimal",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.998956561088562}]",0.998956561088562
ahmad fajrin,Bagus banget api nya juga ngak pernah mati2,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998302459716797}]",0.9998302459716797
BUT CHANNEL,Paling enak emang bakar-bakar,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9996771812438965}]",0.9996771812438965
Siti Aisyah,Api tidak pernah mati hanya ada di madura,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9976944327354431}]",0.9976944327354431
Homa 01,Alhamdulillah akhirnya nyampek dan bisa istirahat di tempat ini,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9823018312454224}]",0.9823018312454224
Refatus sholeha,"nyamn di buat santai , bisa untuk wisata dan baka- bakar",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9871517419815063}]",0.9871517419815063
Am Ri,Tempat untuk wc dan sholat tersedia.,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9387046098709106}]",0.9387046098709106
Edi Alsyafah,Ya lumayan,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9992832541465759}]",0.9992832541465759
Bayu Hariri,Wisata murah meriah,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9947618842124939}]",0.9947618842124939
rehan servis,Memang bener apinx gak padam,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9992037415504456}]",0.9992037415504456
Sholeh ajja,Krna masuknya sekarang harus bayar oleh preman di sana,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9986470341682434}]",0.9986470341682434
Lagi Again,Hangat hangat,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998226761817932}]",0.9998226761817932
muhammad ilmi yusron,Semakin bagus kalau datang malam hari,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9608879089355469}]",0.9608879089355469
Zainur Rofiq,Takjub atas ciptaan Allah,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9969712495803833}]",0.9969712495803833
Denny Suhartono,Tempat yg unik tp kurang terawat,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9879384636878967}]",0.9879384636878967
Samin Sudila,Api alam yang pernah saya kunjungi 25 tahun  silam,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9923409223556519}]",0.9923409223556519
Mushohabatul Khidmah Official,Penuh rahmat berkah,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997561573982239}]",0.9997561573982239
Riyo AzriL,Takjub,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9932692646980286}]",0.9932692646980286
Kang MUZ,Recommended bagi yg berkunjung ke pulau Madura,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.998124897480011}]",0.998124897480011
Yeni_Tour SewaBis_MLG,Salah satu Kebesaran Tuhan di bumi Pamekasan..Api Tak Kunjung Padam,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9795123934745789}]",0.9795123934745789
Aryo Dwi,Sepi klo hr biasa tp bagus,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997337460517883}]",0.9997337460517883
Achmad Syaiful Umam,Hahaha tiap tahun ksini.... Ada aja yg di antar,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9987737536430359}]",0.9987737536430359
Imam Aap,Tempat asyik dan ekonimis,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998818635940552}]",0.9998818635940552
Joko Kholiq,Bagus suatu keajaiban dr Allah SWT,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.999832034111023}]",0.999832034111023
story whatshap,"Keren banget apinya gak padam""",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9996196031570435}]",0.9996196031570435
nanang restu,Api tak pernah padam,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9824322462081909}]",0.9824322462081909
bambang mulyanto,Lumayan... cmn parkinya mahal,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9761901497840881}]",0.9761901497840881
muhammad Zainul,Pedagang di sekitar wisata sangat ramah,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997593760490417}]",0.9997593760490417
Ruwanto Jogja,Perlu penataan dan penambahan fasilitas pendukung,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.8977220058441162}]",0.8977220058441162
Irma Nia,Sangat bermakna untuk di ambil nilai sejarahnya😊 …,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998231530189514}]",0.9998231530189514
Rus Yanto,Tempatnya langka.....tidak bisa ditemui ditempat lain,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9535703659057617}]",0.9535703659057617
Deddy Wahyudi,Kalau malam keren sekali,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9987993240356445}]",0.9987993240356445
Afif Yanto,"Kurang terawat,tempat permainan kurang juga.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9997428059577942}]",0.9997428059577942
Mahrus Buhari,Enak sambil bakar jagung 🌽 …,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9992364645004272}]",0.9992364645004272
Habibi Amsa,Tempatnya panas dan gersang di siang hari,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9687839150428772}]",0.9687839150428772
Imam Wahyudi,Tempatnya tidak terawat dan kurang mempesona,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9994065761566162}]",0.9994065761566162
Taufiqurrosi Rosi,Sangat menghibur sekali,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998656511306763}]",0.9998656511306763
Ira Puspita Rini,Tempat bagus tapi kurang terawat.,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9533209800720215}]",0.9533209800720215
Didik hariafan Sujat Miko,Ya lumayan lah,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9995705485343933}]",0.9995705485343933
Rendi Anto,Satu satunya Tempat wisata di pamrkasan.,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9765685796737671}]",0.9765685796737671
Revan Milano,COCOK BUAT BAKAR JAGUNG,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.8826318383216858}]",0.8826318383216858
Ariz April,tempatnya nyaman dan banyak penjual souvenir,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9995786547660828}]",0.9995786547660828
Abdul Malik,Ok sih,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9980695843696594}]",0.9980695843696594
Mebel Syafi'i Leces,Bisa mengangkat perekonomian desa setempat,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998145699501038}]",0.9998145699501038
Indra Yanagi,"Kalau mau bakar jagung, ya disini saja. Gratis hehe",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.974220335483551}]",0.974220335483551
Nur Makin,Itulah kuasa Allah yg maha kuasa..,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994638562202454}]",0.9994638562202454
Zarkasyi Imam,"Api yg tak pernah padam,tempatnya nyaman",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9764682054519653}]",0.9764682054519653
Evie Lukmawati,Bagus next kesana lagi ya🥰 …,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9970665574073792}]",0.9970665574073792
HaRiesSL,Tidak terawat,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9996174573898315}]",0.9996174573898315
Yenny Hadiati,Bagus....,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998444318771362}]",0.9998444318771362
Willy lc,Pengunjung baru,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9961850047111511}]",0.9961850047111511
Ahmad Taufiqur Rahman,Api ajaib,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9975237250328064}]",0.9975237250328064
Jufri Yadi,Sopir truk oleng,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9993985891342163}]",0.9993985891342163
Cak Ipunk,Apinya kok menyala moloh yaaaa,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9776625037193298}]",0.9776625037193298
Mamy brownies Bolu brownies,Tempat bagus ramai pengunjung...,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998132586479187}]",0.9998132586479187
IGRA Larangan,SubhanaAllah... tempat yg wajib dikunjungi,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9985370635986328}]",0.9985370635986328
Ilzamul Hikam,Baik,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998444318771362}]",0.9998444318771362
Mohammad Syamsudin Brew_Ok,Salah satu wujud kekuasaan Alloh,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994066953659058}]",0.9994066953659058
Sugi Sedunia,Fakta dan benar adanya.. 🔥 abadi di pamekasan madura …,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9806758165359497}]",0.9806758165359497
Herman Ali,Tukang parkir nya mirip preman,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9991264939308167}]",0.9991264939308167
Jannah Raudah,"Biasa ajah...
Gak ada apa2nya...",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.998843789100647}]",0.998843789100647
Ryzhiii iReyfevata,ya menarik,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9976381063461304}]",0.9976381063461304
Satrio Gontok,Saat malam hari nampak jelas api nya,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9977420568466187}]",0.9977420568466187
budi ariyanto,tempat bersantuy,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9812963604927063}]",0.9812963604927063
Aank Car88,Parkiran curang sering ngasi paku,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.994304358959198}]",0.994304358959198
gata wiratama,apinya semakin kecil ya ...,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9823549389839172}]",0.9823549389839172
hendri sasmita,Sangat bagus,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998596906661987}]",0.9998596906661987
Hasim Ashari,Biasa aja gitu,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997556805610657}]",0.9997556805610657
Setel Kopok,Sumber air bersih di daerah kecamatan waru,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9944657683372498}]",0.9944657683372498
Hotbin Sihombing,Melihat langsung itu lebih menakjubkan..,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998353719711304}]",0.9998353719711304
인도네시아 친구Indonesia Chingu,Biasa saja,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9847089052200317}]",0.9847089052200317
Afif Eko Hariyadi,Alhamdulillah..tempatnya bagua sekali,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997956156730652}]",0.9997956156730652
ろろんろいけ,Sayangnya lokasi kurang rapi penataannya.,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.99974125623703}]",0.99974125623703
Ariek Cell,"Tempatnya asri, parkiran luas.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998089671134949}]",0.9998089671134949
Kiss Tono,Wisata alam enak buat bakar bakar,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.99859219789505}]",0.99859219789505
Rodan,"Wisata api alam, fenomena paling hits di Madura",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9982848763465881}]",0.9982848763465881
Suganang Waluyo,Akan sangat bagus bila dikelola dengan baik,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.8288294076919556}]",0.8288294076919556
alie semar,Tempat yang bagus,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998819828033447}]",0.9998819828033447
Deni Eri Zulfirman,Keren,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.999836802482605}]",0.999836802482605
Gangsar Prawoko,Sangat bagus penduduknya ramah ramah,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997606873512268}]",0.9997606873512268
HN Indra,Wisata yg jarang ditemui di wilayah lain,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9940804839134216}]",0.9940804839134216
Agus Yulianto,"Lumayan lahh,bagussss",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.995741605758667}]",0.995741605758667
FADILI FADILI,"Hanya mengorek"" bisa keluar api",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9957724213600159}]",0.9957724213600159
Dwi Aris Wiranto,Bagus,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998444318771362}]",0.9998444318771362
rico ferdiano,Mungkin dalemnya ada iki phonix,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.985224723815918}]",0.985224723815918
Moh Fajar Ramadhani,Bagus. Cocok untuk liburan keluarga,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997150301933289}]",0.9997150301933289
desy indahkusuma,Ramai sx oengunjungnya,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9839297533035278}]",0.9839297533035278
nurullah src Aliva,Oleh2 khas madura trsedia disana,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9963411688804626}]",0.9963411688804626
Arga Putra,Udh Jangan Ditanya Terus Langsung Josssss,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9980117082595825}]",0.9980117082595825
